date,gross_return,turnover,net_return_1bp,net_return_5bp,net_return_10bp,net_return_20bp
2006-01-03,0.07034196185430369,1.0,0.07014196185430369,0.06934196185430369,0.06834196185430369,0.06634196185430369
2006-02-01,0.02216734805487662,0.887014383653717,0.021989945178145877,0.021280333671222902,0.020393319287569187,0.018619290520261754
2006-03-02,0.03014915967534411,0.8709688013136287,0.02997496591508138,0.02927819087403048,0.028407222072716853,0.026665284470089593
2006-03-30,0.022325315246621517,0.8595730706075533,0.022153400632500007,0.021465742176013963,0.02060616910540641,0.018887022964191303
2006-04-28,-0.0487366316518819,0.9162846322503488,-0.04891988857833197,-0.049652916284132244,-0.050569200916382596,-0.052401770180883295
2006-05-26,-0.026295595554229972,0.9347743286992953,-0.02648255041996983,-0.02723036988292927,-0.02816514421162856,-0.030034692869027154
2006-06-26,0.02656723475197447,0.8449819082079604,0.02639823837033288,0.02572225284376651,0.02487727093555855,0.02318730711914263
2006-07-25,-0.04269303777580992,0.9453192478905055,-0.04288210162538802,-0.043638357023700426,-0.04458367627159093,-0.04647431476737194
2006-08-22,-0.05647665878408292,0.9735136658213581,-0.05667136151724719,-0.05745017244990428,-0.05842368611572564,-0.06037071344736836
2006-09-20,-0.004309031389590279,0.9315654405474765,-0.004495344477699774,-0.0052405968301377556,-0.006172162270685232,-0.008035293151780185
2006-10-18,-0.030730554179266754,0.9076133447390932,-0.03091207684821457,-0.03163816752400585,-0.03254578086874494,-0.034361007558223126
2006-11-15,0.005482443148588755,0.9522663071391884,0.005291989887160917,0.004530176841449567,0.003577910534310378,0.0016733779200320017
2006-12-14,0.011729908128281912,0.9857794042116076,0.01153275224743959,0.010744128724070304,0.009758349319858696,0.007786790511435482
2007-01-17,-0.03705972660691033,0.9164175137864594,-0.03724301010966762,-0.03797614412069679,-0.03889256163448325,-0.040725396662056164
2007-02-14,-0.017366496046533283,0.9913007190549562,-0.017564756190344272,-0.018357796765588238,-0.019349097484643196,-0.021331698922753106
2007-03-15,0.017751475993731274,0.9809067131647777,0.017555294651098317,0.016770569280566496,0.01578966256740172,0.013827849141072162
2007-04-13,0.013074910122245056,0.9269689043882592,0.012889516341367405,0.012147941217856797,0.011220972313468539,0.00936703450469202
2007-05-11,0.0070160132783977465,0.913978494623656,0.0068332175794730155,0.00610203478377409,0.005188056289150434,0.0033600992999031224
2007-06-11,0.05077320163303853,0.924731182795699,0.05058825539647939,0.04984847045024283,0.04892373926744713,0.047074276901855734
2007-07-10,0.01862541418361802,0.8137779002480023,0.01846265860356842,0.017811636283370017,0.016997858383122014,0.01537030258262601
2007-08-07,0.02084832446564896,0.7750921425137547,0.020693306037146208,0.020073232323135203,0.01929814018062145,0.01774795589559394
2007-09-05,0.06043610660097166,0.9508840339725443,0.06024592979417715,0.05948522256699911,0.05853433853302657,0.05663257046508148
